id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,person_id,name,character,role
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96413,Peter Robbins,Charlie Brown (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96416,Christopher Shea,Linus Van Pelt (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96414,Tracy Stratford,Lucy Van Pelt (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96415,Cathy Steinberg,Sally Brown (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,149,Bill Melendez,Snoopy (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96409,Chris Doran,Schroeder / Shermy (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96410,Sally Dryer,Violet (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96411,Karen Mendelson,Patty (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96412,Geoffrey Ornstein,Pig-Pen (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,96408,Ann Altieri,Frieda (voice),ACTOR
tm1300,A Charlie Brown Christmas,MOVIE,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1965,G,25,"['comedy', 'drama', 'family', 'music', 'animation']",['US'],,tt0059026,8.3,40328.0,10.848,7.688,149,Bill Melendez,,DIRECTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,96413,Peter Robbins,Charlie Brown (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,96416,Christopher Shea,Linus Van Pelt (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,96410,Sally Dryer,Lucy Van Pelt (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,149,Bill Melendez,Snoopy (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,96415,Cathy Steinberg,Sally Brown (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,537139,Gail DeFaria,Pigpen (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,540391,Glenn Mendelson,Schroeder / Shermy (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,96408,Ann Altieri,Frieda / Violet (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,540390,Lisa DeFaria,Patty (voice),ACTOR
tm71152,"It's the Great Pumpkin, Charlie Brown",MOVIE,"This classic ""Peanuts"" tale focuses on the thumb-sucking, blanket-holding Linus, and his touching faith in the ""Great Pumpkin."" When Linus discovers that no one else believes in the creature, he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.",1966,G,25,"['animation', 'comedy', 'family']",['US'],,tt0060550,8.2,20299.0,12.458,7.474,149,Bill Melendez,,DIRECTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,147,Todd Barbee,Charlie Brown (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,218206,Robin Kohn,Lucy van Pelt (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,218207,Stephen Shea,Linus van Pelt (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,218725,Hilary Momberger-Powers,Sally Brown (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,146,Christopher DeFaria,Patricia 'Peppermint Patty' Reichardt (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,524248,Jimmy Ahrens,Marcie (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,149,Bill Melendez,Snoopy / Woodstock (voice) (uncredited),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,1272542,Robin Reed,Franklin (voice),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,253690,Vince Guaraldi,Little Birdie Singer (voice) (uncredited),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,96413,Peter Robbins,Charlie Brown's screaming voice (voice) (uncredited),ACTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,54408,Phil Roman,,DIRECTOR
tm2562,A Charlie Brown Thanksgiving,MOVIE,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973,G,25,"['family', 'animation', 'comedy']",['US'],,tt0068359,7.7,11406.0,12.591,7.311,149,Bill Melendez,,DIRECTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,439353,Duncan Watson,Charlie Brown (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,218207,Stephen Shea,Linus van Pelt (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,523059,Melanie Kohn,Lucy van Pelt (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,199826,Greg Felton,Schroeder (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,523060,Lynn Mortensen,Sally Brown (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,218726,Linda Ercoli,Violet / Frieda (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,149,Bill Melendez,Snoopy / Woodstock (voice),ACTOR
tm125274,"Be My Valentine, Charlie Brown",MOVIE,"It's Valentine's Day again and Charlie Brown dreams the seemingly hopeless dream to receiving a valentine from anyone. All the while, the rest of the gang have their own trials whether it be Linus' struggle to get the biggest card he can for his beloved teacher, or Lucy trying to get some token from Schroeder while Snoopy and Woodstock are having fun spearing valentines on each other's nose.",1975,G,25,"['animation', 'family', 'romance', 'comedy']",['US'],,tt0072687,7.4,2777.0,6.981,7.0,54408,Phil Roman,,DIRECTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,147,Todd Barbee,Charlie Brown / Schroeder (voice),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,523059,Melanie Kohn,Lucy van Pelt (voice),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,218207,Stephen Shea,Linus van Pelt (voice),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,218726,Linda Ercoli,Patricia 'Peppermint Patty' Reichardt (voice),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,523060,Lynn Mortensen,Sally Brown / Violet / Frieda (voice),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,524248,Jimmy Ahrens,Marcie (voice),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,149,Bill Melendez,Snoopy / Woodstock (voice) (uncredited),ACTOR
tm106607,"It's the Easter Beagle, Charlie Brown",MOVIE,"Charlie Brown, Linus and the entire Peanuts gang are off on a lively Easter egg hunt. They suspect they've spotted the Easter Bunny … but the trouble is, he looks a lot like a certain beagle who's near and dear to Charlie Brown's heart. Is it truly the Easter Bunny, or is it just the irrepressible Snoopy playing a trick on the kids?",1974,G,25,"['family', 'animation', 'comedy']",['US'],,tt0071679,7.5,3001.0,6.172,6.6,54408,Phil Roman,,DIRECTOR
ts5136,Fraggle Rock,SHOW,"The Fraggles are a fun-loving community of creatures who live in a subterranean fantasy land where they love to play, sing and dance their cares away, sharing their world with the tiny Doozers and the giant Gorgs. The series teaches empathy and tolerance and encourages children to understand people different from themselves.",1983,TV-G,26,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0346266,7.9,7939.0,19.778,7.4,25701,Jerry Nelson,Gobo Fraggle / Marjory the Trash Heap / Pa Gorg / Uncle Gobo Fraggle / Mervin Merggle / Fishface / Parrot / Architect Doozer / Feenie Fraggle / Radio Announcers (voice),ACTOR
ts5136,Fraggle Rock,SHOW,"The Fraggles are a fun-loving community of creatures who live in a subterranean fantasy land where they love to play, sing and dance their cares away, sharing their world with the tiny Doozers and the giant Gorgs. The series teaches empathy and tolerance and encourages children to understand people different from themselves.",1983,TV-G,26,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0346266,7.9,7939.0,19.778,7.4,15756,Steve Whitmire,Wembley Fraggle / Sprocket the Dog / Mermer Merggle / Crusty Doozer / Venerable Sage Hambo / Murray the Minstrel / Flange Doozer / Sir Blunderbrain / Club Member #3 (voice),ACTOR
ts5136,Fraggle Rock,SHOW,"The Fraggles are a fun-loving community of creatures who live in a subterranean fantasy land where they love to play, sing and dance their cares away, sharing their world with the tiny Doozers and the giant Gorgs. The series teaches empathy and tolerance and encourages children to understand people different from themselves.",1983,TV-G,26,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0346266,7.9,7939.0,19.778,7.4,82092,Karen Prell,Red Fraggle / Balsam the Minstrel / Wingnut Doozer / Judge Gaval Fraggle / Marly Fraggle / Gorg's Killer Souffle / Wingnut Fraggle / Fluffinella / Modem Doozer / The Beast / Baby Tree Creature (voice),ACTOR
ts5136,Fraggle Rock,SHOW,"The Fraggles are a fun-loving community of creatures who live in a subterranean fantasy land where they love to play, sing and dance their cares away, sharing their world with the tiny Doozers and the giant Gorgs. The series teaches empathy and tolerance and encourages children to understand people different from themselves.",1983,TV-G,26,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0346266,7.9,7939.0,19.778,7.4,15758,Dave Goelz,"Boober / Uncle ""Traveling"" Matt / Side Bottom / The World's Oldest Fraggle (voice)",ACTOR
